#TOP	Genes more expressed in NGT class
#BOTTOM	      Genes more expressed in DM2/IGT class
204722_at	1.6425944567
220540_at	1.6411038637
205470_s_at	1.6410707235
221485_at	1.6406224966
215303_at	1.6405683756
201899_s_at	1.6402605772
219941_at	1.6399532557
209700_x_at	1.6398723125
210311_at	1.6396473646
203931_s_at	1.6392759085
219088_s_at	1.6377134323
202426_s_at	1.6373569965
207563_s_at	1.6373125315
221360_s_at	1.6371943951
211168_s_at	1.6365238428
221898_at	1.6362416744
206212_at	1.6353449821
204808_s_at	1.635178566
215152_at	1.6342250109
218154_at	1.6341947317
217907_at	1.6340023279
218284_at	1.6339935064
214624_at	1.6334013939
217491_x_at	1.6329103708
202239_at	1.6327463388
213133_s_at	1.6324635744
210709_at	1.6321837902
208255_s_at	1.6321520805
214759_at	1.6321064234
204273_at	1.6319358349
222252_x_at	1.6316870451
214747_at	1.6314179897
213553_x_at	1.629273653
211202_s_at	1.6292318106
202235_at	1.6291797161
204097_s_at	1.6286062002
209082_s_at	1.6281346083
206706_at	1.626335144
215512_at	1.6261918545
219762_s_at	1.6255651712
219046_s_at	1.6247460842
209199_s_at	1.6247131824
206534_at	1.6245387793
210665_at	1.6237124205
214665_s_at	1.6230579615
215014_at	1.6223323345
219958_at	1.6209093332
202387_at	1.6208516359
219713_at	1.6206730604
203437_at	1.6206309795
221499_s_at	1.620490551
202715_at	1.6203621626
220155_s_at	1.6197202206
210987_x_at	1.6185880899
204594_s_at	1.6179635525
217284_x_at	1.6163618565
212788_x_at	1.6162354946
202601_s_at	1.6158828735
207551_s_at	1.6158155203
214902_x_at	1.6155364513
219165_at	1.6149226427
210549_s_at	1.614892602
216150_at	1.6144692898
204374_s_at	1.6144242287
213346_at	1.6129688025
218026_at	1.612634778
219144_at	1.611792922
213664_at	1.6117486954
216073_at	1.6112712622
215575_at	1.611191988
202300_at	1.610776782
221734_at	1.610688448
213558_at	1.6104582548
220036_s_at	1.6098901033
214451_at	1.6090991497
201201_at	1.6087595224
206135_at	1.6081643105
205860_x_at	1.6081328392
205871_at	1.6080088615
217009_at	1.6076107025
216186_at	1.607578516
214019_at	1.6075218916
210377_at	1.6068361998
211452_x_at	1.6061514616
208844_at	1.6047946215
205571_at	1.6046698093
218329_at	1.604062438
202279_at	1.6037425995
205399_at	1.6035516262
214984_at	1.6035233736
220822_at	1.6024410725
215960_at	1.602211833
207074_s_at	1.6018329859
203001_s_at	1.6013379097
218781_at	1.6011992693
216181_at	1.6011055708
205632_s_at	1.6001185179
210346_s_at	1.6000944376
201061_s_at	1.5997371674
213089_at	1.5994377136
211232_x_at	1.5992912054
206732_at	1.5991892815
205906_at	1.5991669893
220087_at	1.599062562
213147_at	1.5986430645
212656_at	1.5985189676
205964_at	1.5978469849
209725_at	1.5974442959
209200_at	1.5972379446
214375_at	1.5971724987
207330_at	1.596848011
205684_s_at	1.5967485905
210721_s_at	1.5966432095
220771_at	1.5966256857
203053_at	1.596487999
218597_s_at	1.5962198973
214373_at	1.5961703062
50965_at	1.5959454775
210643_at	1.5958120823
213895_at	1.5949033499
201938_at	1.5947142839
217740_x_at	1.594571352
215727_x_at	1.5938901901
220289_s_at	1.5933971405
208099_x_at	1.5920833349
207586_at	1.591650486
221395_at	1.5911386013
212982_at	1.5910024643
217329_x_at	1.5905305147
220228_at	1.5901117325
213552_at	1.5893009901
203345_s_at	1.5892357826
218794_s_at	1.5892168283
201290_at	1.5887126923
203017_s_at	1.5881847143
205220_at	1.5875459909
217468_at	1.5865081549
218068_s_at	1.5863095522
208407_s_at	1.5859001875
213115_at	1.5855122805
206106_at	1.5850445032
202883_s_at	1.5847599506
208073_x_at	1.58411026
214722_at	1.5839736462
201066_at	1.583429575
219162_s_at	1.5833711624
216008_s_at	1.5826873779
221622_s_at	1.5826429129
217312_s_at	1.5825105906
209604_s_at	1.5824654102
200606_at	1.5817893744
201724_s_at	1.5817778111
215334_at	1.5812988281
218593_at	1.5810705423
204023_at	1.5808686018
203259_s_at	1.5805385113
204174_at	1.5805097818
216359_at	1.5804629326
221511_x_at	1.5799273252
216343_at	1.5795718431
215434_x_at	1.5792192221
209732_at	1.5785822868
208688_x_at	1.5783815384
208365_s_at	1.5766888857
217753_s_at	1.5765216351
205299_s_at	1.5761597157
216840_s_at	1.5751565695
205306_x_at	1.5738195181
213396_s_at	1.5737695694
222082_at	1.5735338926
208346_at	1.5732747316
202790_at	1.5722082853
213531_s_at	1.572129488
205370_x_at	1.5713324547
212664_at	1.5709843636
204218_at	1.5708589554
204850_s_at	1.5707814693
203606_at	1.5707551241
217054_at	1.5699174404
204741_at	1.5693823099
202463_s_at	1.5690329075
221227_x_at	1.5676410198
210135_s_at	1.5669053793
218160_at	1.5668046474
213378_s_at	1.5662498474
213419_at	1.5656852722
207526_s_at	1.5656710863
203378_at	1.565611124
204773_at	1.5653893948
217345_at	1.5651746988
221675_s_at	1.564427495
210599_at	1.5643167496
210747_at	1.563628912
205847_at	1.5632964373
211508_s_at	1.5630016327
222059_at	1.5629259348
203974_at	1.562869072
217514_at	1.5623135567
215311_at	1.5616239309
206655_s_at	1.561496973
209273_s_at	1.5612723827
221164_x_at	1.5610843897
215433_at	1.5601220131
213604_at	1.5587466955
211414_at	1.5586487055
203703_s_at	1.5584648848
217613_at	1.5583301783
213603_s_at	1.5578209162
204064_at	1.5577988625
215456_at	1.5577523708
222282_at	1.557341814
218661_at	1.5573247671
215116_s_at	1.5570405722
215498_s_at	1.5568397045
212247_at	1.5563265085
AFFX-r2-Bs-phe-5_at	1.5562717915
208273_at	1.5561330318
217837_s_at	1.555786252
203621_at	1.5551102161
207162_s_at	1.5546292067
203501_at	1.5538607836
201677_at	1.5535020828
209391_at	1.5534111261
202229_s_at	1.5524208546
205932_s_at	1.55210042
212736_at	1.5520672798
204333_s_at	1.5517576933
221899_at	1.5514439344
222319_at	1.5504899025
212012_at	1.5487053394
202282_at	1.5484926701
213257_at	1.5484259129
219561_at	1.5484179258
208149_x_at	1.5478883982
204548_at	1.5478503704
216108_at	1.5475001335
219673_at	1.5471390486
222202_at	1.5471355915
203396_at	1.5470083952
222105_s_at	1.5470004082
213668_s_at	1.5469155312
221132_at	1.5462375879
214167_s_at	1.5459337234
201209_at	1.5458548069
215221_at	1.5455806255
214727_at	1.5454310179
218043_s_at	1.5448148251
203314_at	1.5440094471
219299_at	1.5438766479
39817_s_at	1.5429769754
217752_s_at	1.5420764685
202372_at	1.5419570208
219035_s_at	1.5419344902
211008_s_at	1.5419323444
211386_at	1.5418922901
219654_at	1.5417121649
219904_at	1.5412342548
201547_at	1.5410676003
220692_at	1.5410296917
210896_s_at	1.5410161018
202291_s_at	1.5403469801
214935_at	1.5396081209
206962_x_at	1.5394635201
220374_at	1.539411664
218446_s_at	1.5390307903
207522_s_at	1.5390213728
218921_at	1.5384534597
213573_at	1.5382860899
219860_at	1.5381371975
212602_at	1.5373721123
214286_at	1.5372384787
214663_at	1.5370230675
214698_at	1.5365438461
211804_s_at	1.5360352993
222271_at	1.5356333256
202299_s_at	1.5354975462
213327_s_at	1.5352295637
211751_at	1.5349603891
AFFX-r2-Ec-bioB-M_at	1.534858346
207222_at	1.5348423719
216233_at	1.5347198248
204037_at	1.5344076157
207277_at	1.5339932442
207422_at	1.5332435369
218810_at	1.5332250595
210797_s_at	1.5332119465
209215_at	1.5331560373
205383_s_at	1.5329409838
219897_at	1.5328880548
212684_at	1.5325955153
219880_at	1.5324765444
218282_at	1.5321260691
205586_x_at	1.5318886042
213393_at	1.5313687325
221379_at	1.5313340425
221401_at	1.5310380459
210615_at	1.5306460857
213665_at	1.5306011438
219553_at	1.5302493572
200849_s_at	1.5302339792
214996_at	1.529968977
54037_at	1.5293780565
218757_s_at	1.529066205
220411_x_at	1.5288866758
213067_at	1.5287563801
222073_at	1.528496027
208874_x_at	1.5278126001
215368_at	1.527064085
216847_at	1.5267914534
202682_s_at	1.5262247324
214784_x_at	1.5260584354
218334_at	1.5258713961
201003_x_at	1.5254346132
214883_at	1.5247824192
207835_at	1.5244572163
212959_s_at	1.5242576599
211816_x_at	1.5239123106
217912_at	1.5236797333
220879_at	1.5231517553
222096_x_at	1.522760272
220339_s_at	1.5225586891
215792_s_at	1.522452116
222000_at	1.5222002268
202842_s_at	1.5221889019
201128_s_at	1.5221521854
202944_at	1.5219533443
202040_s_at	1.5210967064
204527_at	1.5210143328
209084_s_at	1.5205988884
218403_at	1.520129323
211230_s_at	1.5195485353
217830_s_at	1.5193755627
217252_at	1.5192837715
218103_at	1.519017458
221205_at	1.5188219547
201119_s_at	1.5186135769
221105_at	1.5181699991
216034_at	1.5179848671
219300_s_at	1.5177077055
202698_x_at	1.5172576904
204469_at	1.5171790123
211218_at	1.5169571638
210751_s_at	1.5162678957
215744_at	1.5160841942
207874_s_at	1.515499115
221407_at	1.5153415203
209409_at	1.5153343678
212344_at	1.5152853727
200726_at	1.5152806044
201022_s_at	1.5141699314
217942_at	1.5140084028
218203_at	1.5139863491
220636_at	1.5139482021
202961_s_at	1.5136966705
213725_x_at	1.5135438442
206956_at	1.5134760141
212494_at	1.5133261681
210932_s_at	1.5132441521
203012_x_at	1.5124177933
207242_s_at	1.512155056
210419_at	1.5119607449
204489_s_at	1.5118255615
207850_at	1.5116062164
212440_at	1.5115801096
205814_at	1.5103962421
210266_s_at	1.5100351572
41386_i_at	1.5095559359
210168_at	1.5090575218
215628_x_at	1.5085881948
218802_at	1.5085161924
206641_at	1.5084117651
220283_at	1.5075067282
206625_at	1.5071799755
65521_at	1.5066792965
218115_at	1.5065089464
211014_s_at	1.5065052509
218563_at	1.5064207315
214643_x_at	1.5064057112
203898_at	1.5060809851
213232_at	1.5060715675
220030_at	1.5057374239
202707_at	1.5051804781
208315_x_at	1.5048710108
210536_s_at	1.5047808886
211685_s_at	1.5047800541
218520_at	1.5047709942
212963_at	1.5045220852
200088_x_at	1.5043562651
204634_at	1.5043299198
220605_s_at	1.5041166544
214742_at	1.5038883686
211109_at	1.503757596
221830_at	1.5037499666
202512_s_at	1.5035858154
213674_x_at	1.5033524036
203252_at	1.5028777122
201268_at	1.5023876429
218539_at	1.5023248196
212001_at	1.5022190809
211763_s_at	1.5021293163
203391_at	1.501576066
203113_s_at	1.5011065006
205772_s_at	1.5008759499
205320_at	1.500808239
205391_x_at	1.500682354
218493_at	1.5002655983
213271_s_at	1.500002861
202366_at	1.4999898672
216692_at	1.4998418093
221737_at	1.4996511936
212580_at	1.4993158579
209474_s_at	1.4991931915
201725_at	1.4990316629
210274_at	1.498677969
203616_at	1.4981741905
203336_s_at	1.4981358051
211661_x_at	1.4979931116
205455_at	1.4979628325
221729_at	1.4979381561
209731_at	1.4979381561
215525_at	1.4977180958
217610_at	1.4975868464
215208_x_at	1.4974683523
206391_at	1.4974226952
216342_x_at	1.4973425865
219032_x_at	1.4971629381
220147_s_at	1.4967412949
216431_at	1.4964196682
202766_s_at	1.4963481426
213405_at	1.4961788654
219099_at	1.4942449331
217759_at	1.4939364195
201197_at	1.493866086
204882_at	1.4937130213
218337_at	1.493519783
212082_s_at	1.4933729172
206028_s_at	1.4931892157
217827_s_at	1.4927549362
216263_s_at	1.4921392202
208850_s_at	1.4919919968
208704_x_at	1.4915579557
201046_s_at	1.4915167093
220321_s_at	1.491368413
205434_s_at	1.4909783602
211287_x_at	1.4909555912
206583_at	1.4904743433
205747_at	1.4904562235
205487_s_at	1.4901053905
209975_at	1.4899758101
210853_at	1.4897469282
201949_x_at	1.489333272
207030_s_at	1.4881286621
220355_s_at	1.4879797697
217657_at	1.4861961603
212854_x_at	1.4861921072
216411_s_at	1.4859824181
208282_x_at	1.4859606028
219347_at	1.485604763
210433_at	1.4854211807
203961_at	1.4854135513
213264_at	1.4852970839
221369_at	1.4845628738
212493_s_at	1.4836524725
203235_at	1.4833968878
215906_at	1.483181119
220352_x_at	1.4831566811
206833_s_at	1.4828400612
205032_at	1.482663393
65517_at	1.4824647903
218286_s_at	1.4821588993
203859_s_at	1.4818437099
201567_s_at	1.4818077087
208646_at	1.4810093641
215738_at	1.4801930189
214815_at	1.4797204733
201734_at	1.4795444012
212790_x_at	1.479383111
204571_x_at	1.4789997339
209559_at	1.4789272547
212642_s_at	1.4788098335
202023_at	1.4785137177
212457_at	1.4781596661
212362_at	1.4780756235
213581_at	1.4773128033
220956_s_at	1.4772306681
221753_at	1.4766823053
209300_s_at	1.4765634537
89948_at	1.4764685631
208900_s_at	1.4754663706
209933_s_at	1.4749759436
219459_at	1.4748162031
201234_at	1.4744548798
203478_at	1.4740144014
218962_s_at	1.4740080833
217093_at	1.4737621546
219246_s_at	1.4733103514
204610_s_at	1.4732900858
200802_at	1.4731328487
206287_s_at	1.4729039669
211044_at	1.4723937511
220399_at	1.4723321199
221862_at	1.4721753597
218448_at	1.4717326164
208301_at	1.4715811014
201033_x_at	1.4714624882
210855_at	1.4714437723
215532_x_at	1.4703761339
209452_s_at	1.4703557491
220980_s_at	1.4703298807
207630_s_at	1.4696460962
200022_at	1.4695879221
212126_at	1.4691412449
221317_x_at	1.4685240984
212504_at	1.4682297707
207707_s_at	1.4681882858
203193_at	1.468124032
208421_at	1.4676053524
204128_s_at	1.4672546387
222129_at	1.4668307304
217272_s_at	1.466388464
207023_x_at	1.4658894539
201056_at	1.4657641649
204838_s_at	1.4651960135
202187_s_at	1.4649708271
207687_at	1.464810729
221616_s_at	1.4643886089
210749_x_at	1.4637738466
201945_at	1.4635857344
219283_at	1.4633919001
222201_s_at	1.4630713463
206714_at	1.4627481699
209694_at	1.46268332
77508_r_at	1.4625972509
220293_at	1.4624843597
209881_s_at	1.4624031782
221489_s_at	1.4621719122
205672_at	1.4614975452
218931_at	1.4613034725
216460_at	1.4612845182
205949_at	1.4612549543
220272_at	1.4611821175
212662_at	1.4608279467
209439_s_at	1.4606437683
213209_at	1.4605836868
204129_at	1.4603450298
200091_s_at	1.4599647522
207364_at	1.4598332644
218180_s_at	1.4598178864
204836_at	1.4597680569
207404_s_at	1.4595546722
208337_s_at	1.4591937065
205167_s_at	1.4591133595
205422_s_at	1.4587712288
221516_s_at	1.4585937262
204090_at	1.4583835602
211366_x_at	1.4580621719
217229_at	1.457717061
201308_s_at	1.4575998783
201738_at	1.4567295313
222044_at	1.4567227364
219030_at	1.4563772678
213370_s_at	1.4562271833
207206_s_at	1.4560896158
201575_at	1.45606637
221764_at	1.4558233023
211652_s_at	1.4554702044
213171_s_at	1.4554374218
201846_s_at	1.4548289776
213550_s_at	1.4544993639
215749_s_at	1.4544272423
201331_s_at	1.4542998075
210554_s_at	1.4539676905
217353_at	1.4538089037
211711_s_at	1.4536662102
203208_s_at	1.4531542063
215537_x_at	1.4524123669
213096_at	1.4521464109
206888_s_at	1.4509733915
207917_at	1.4508992434
218527_at	1.4502940178
210503_at	1.4500608444
203382_s_at	1.4495739937
215081_at	1.4492274523
221935_s_at	1.4491596222
204980_at	1.4489617348
59631_at	1.4486916065
205864_at	1.4485691786
209125_at	1.4485157728
210017_at	1.4482861757
221287_at	1.4480130672
201591_s_at	1.4477338791
206653_at	1.4468734264
214506_at	1.4468688965
210063_at	1.4463721514
212876_at	1.4461979866
207962_at	1.4459545612
213236_at	1.4457591772
220323_at	1.4453747272
203717_at	1.4453225136
214114_x_at	1.4451544285
219578_s_at	1.4447572231
207359_at	1.4444059134
209196_at	1.4441665411
219559_at	1.4440405369
218633_x_at	1.443588376
218358_at	1.4434808493
206463_s_at	1.4431575537
221277_s_at	1.4429680109
207671_s_at	1.4428793192
217143_s_at	1.4424244165
221303_at	1.4418684244
210735_s_at	1.4416556358
219427_at	1.4411796331
205020_s_at	1.4404228926
212745_s_at	1.4399659634
217346_at	1.4396795034
219363_s_at	1.439635396
220143_x_at	1.4390203953
201406_at	1.4384982586
215851_at	1.4384679794
208466_at	1.4384456873
203668_at	1.438303709
217617_at	1.4380973577
211223_at	1.4380223751
210580_x_at	1.4373409748
205955_at	1.4369897842
215304_at	1.4369875193
211906_s_at	1.4356937408
214358_at	1.4354676008
218307_at	1.4344027042
205915_x_at	1.4340845346
202217_at	1.433698535
200095_x_at	1.433057785
209252_at	1.4327129126
205974_at	1.4321877956
213169_at	1.4317890406
221906_at	1.4317184687
219790_s_at	1.431702733
205301_s_at	1.4313901663
205227_at	1.4309374094
209973_at	1.4297574759
203429_s_at	1.4294141531
215904_at	1.4293270111
207160_at	1.4291239977
221518_s_at	1.4289933443
212399_s_at	1.4289569855
205471_s_at	1.4287495613
204430_s_at	1.4286433458
204443_at	1.4284142256
200026_at	1.4280828238
218216_x_at	1.4276106358
211743_s_at	1.4273384809
211487_x_at	1.4273080826
206799_at	1.4272704124
200768_s_at	1.4267188311
200010_at	1.4264190197
200743_s_at	1.4263483286
211525_s_at	1.4261407852
216610_at	1.4255627394
201986_at	1.4255254269
202392_s_at	1.4252644777
208525_s_at	1.4247655869
205862_at	1.4235475063
212732_at	1.4233962297
215741_x_at	1.4233576059
204937_s_at	1.4232773781
217679_x_at	1.4232432842
208634_s_at	1.4232007265
213969_x_at	1.4226323366
203709_at	1.4225872755
212622_at	1.4224925041
39705_at	1.4220653772
215328_at	1.4219915867
210149_s_at	1.4216583967
215189_at	1.4214670658
213680_at	1.4211525917
218769_s_at	1.4205721617
217107_at	1.4204776287
205601_s_at	1.4202119112
209836_x_at	1.4200233221
207716_at	1.41933465
210145_at	1.4186602831
204829_s_at	1.4186370373
210441_at	1.4184554815
213331_s_at	1.41837883
208387_s_at	1.4181778431
207577_at	1.4180324078
217589_at	1.4179702997
212472_at	1.4172078371
218125_s_at	1.4165431261
205781_at	1.4163644314
201270_x_at	1.4157767296
209150_s_at	1.4156270027
209839_at	1.4155999422
217910_x_at	1.415241003
218106_s_at	1.4151239395
208226_x_at	1.4147328138
210686_x_at	1.4139113426
221174_at	1.4131758213
209662_at	1.4130064249
201135_at	1.4124190807
201108_s_at	1.4118435383
215017_s_at	1.4112865925
212962_at	1.4108726978
208893_s_at	1.410703063
207700_s_at	1.410582304
214486_x_at	1.4100579023
202486_at	1.4097573757
219815_at	1.4094793797
208121_s_at	1.409237504
211659_at	1.4088267088
208796_s_at	1.4085797071
221825_at	1.4079191685
203686_at	1.4075932503
206301_at	1.4074149132
209076_s_at	1.4073239565
208898_at	1.4069912434
206557_at	1.4065808058
207314_x_at	1.4062051773
206413_s_at	1.4061918259
207132_x_at	1.4056911469
215478_at	1.4053856134
203667_at	1.4051189423
207149_at	1.4049119949
215550_at	1.4039914608
210541_s_at	1.4039171934
220188_at	1.4038268328
219227_at	1.4036883116
202934_at	1.4035183191
219751_at	1.4032446146
217030_at	1.4030805826
205125_at	1.4024629593
200949_x_at	1.4021559954
207147_at	1.4012544155
217148_x_at	1.4012438059
220529_at	1.4012037516
202321_at	1.4011486769
217550_at	1.4008877277
221738_at	1.4006304741
215495_s_at	1.3999158144
219921_s_at	1.3998295069
214918_at	1.3988243341
220404_at	1.39830935
216140_at	1.3981314898
210718_s_at	1.397474885
205178_s_at	1.3973225355
208488_s_at	1.3968635798
203968_s_at	1.3964015245
214238_at	1.3963171244
222172_at	1.3955626488
216919_at	1.3955014944
205410_s_at	1.3940138817
205264_at	1.3937005997
212685_s_at	1.3936035633
215451_s_at	1.3925917149
202172_at	1.3922834396
219277_s_at	1.3920149803
209620_s_at	1.3918268681
203943_at	1.3914291859
204401_at	1.391287446
203090_at	1.3912688494
201220_x_at	1.3912292719
221812_at	1.3910624981
214473_x_at	1.3905200958
216239_at	1.3903381824
221933_at	1.3902504444
216942_s_at	1.3900755644
212929_s_at	1.3897452354
222229_x_at	1.3897359371
215345_x_at	1.3896900415
206423_at	1.3894509077
222086_s_at	1.3893626928
214986_x_at	1.3889633417
205742_at	1.3889319897
213906_at	1.3887785673
221357_at	1.3886480331
215944_at	1.3886225224
209100_at	1.3882718086
203335_at	1.3881500959
202943_s_at	1.3879842758
201665_x_at	1.3876943588
202135_s_at	1.3876851797
217153_at	1.3865460157
204233_s_at	1.3863226175
211967_at	1.3859112263
206228_at	1.3853472471
215390_at	1.3850388527
209947_at	1.3848488331
205849_s_at	1.3847557306
221025_x_at	1.3845494986
209311_at	1.3844666481
220040_x_at	1.3842902184
220392_at	1.3842446804
215521_at	1.3840591908
217761_at	1.3833643198
52255_s_at	1.3833472729
209542_x_at	1.3832830191
201279_s_at	1.3829963207
220347_at	1.3829478025
201195_s_at	1.3825985193
212386_at	1.3822237253
200773_x_at	1.3821659088
207714_s_at	1.3821513653
218389_s_at	1.3820806742
201756_at	1.3819067478
221692_s_at	1.3817902803
216386_at	1.381750226
203166_at	1.3816585541
220481_at	1.3816039562
203821_at	1.3815674782
203695_s_at	1.3809095621
206425_s_at	1.3806058168
214143_x_at	1.3805420399
211520_s_at	1.3805055618
214681_at	1.3804146051
203743_s_at	1.3802542686
219013_at	1.380007267
